time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42
Time(s), VOLT 1 [BUS1 345.00], ANGL 1 [BUS1 345.00], VOLT 2 [BUS2 345.00], ANGL 2 [BUS2 345.00], VOLT 3 [BUS3 345.00], ANGL 3 [BUS3 345.00], VOLT 4 [BUS4 345.00], ANGL 4 [BUS4 345.00], VOLT 5 [BUS5 345.00], ANGL 5 [BUS5 345.00], VOLT 6 [BUS6 345.00], ANGL 6 [BUS6 345.00], VOLT 7 [BUS7 345.00], ANGL 7 [BUS7 345.00], VOLT 8 [BUS8 345.00], ANGL 8 [BUS8 345.00], VOLT 9 [BUS9 345.00], ANGL 9 [BUS9 345.00], FREQ 1 [BUS1 345.00], FREQ 2 [BUS2 345.00], FREQ 3 [BUS3 345.00], FREQ 5 [BUS5 345.00], GREFGEN1, VREFGEN1, PELECGEN1, QELECGEN1, PMECHGEN1, GREFGEN2, VREFGEN2, PELECGEN2, QELECGEN2, PMECHGEN2, GREFGEN3, VREFGEN3, PELECGEN3, QELECGEN3, PMECHGEN3, WPCMNDBESS5, WQCMNDBESS5, PELECBESS5, QELECBESS5, BESS5 RESIDUAL ENERGY
-0.002, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.048, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49232e-14, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.098, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.45131e-21, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.148, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78616e-27, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.198, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71051e-33, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.248, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53512e-39, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.298, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.347999, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.397998, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.447998, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.497997, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 0, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 0, 0, 1.68452e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.547997, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 4.97439e-15, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.6844e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.597996, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 2.77921e-09, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68409e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.647995, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 1.57393e-15, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68351e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.697995, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 4.9464e-10, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68264e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.747994, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 2.80125e-16, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.68143e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.797993, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 6.60265e-11, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.67991e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.847993, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 3.73922e-17, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.67807e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
0.897992, 0.992617, 0.0587722, 0.980179, 15.3192, 0.971925, 21.4885, 0, 0, 15.3193, 0.538202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97847e-43, 8.81347e-12, 0, 0, 1.09237, 0, 0, 0, 0, 1.02919, 0, 0, 0, 1.68452e-07, 1.02052, 2.15618e-07, 8.48841e-08, 1.67597e-07, -2.84217e-14, -3.02236e-05, 0, 0, 0.2
