time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37
Time(s), VOLT 1 [BUS1 345.00], ANGL 1 [BUS1 345.00], VOLT 2 [BUS2 345.00], ANGL 2 [BUS2 345.00], VOLT 3 [BUS3 345.00], ANGL 3 [BUS3 345.00], VOLT 4 [BUS4 345.00], ANGL 4 [BUS4 345.00], VOLT 5 [BUS5 345.00], ANGL 5 [BUS5 345.00], VOLT 6 [BUS6 345.00], ANGL 6 [BUS6 345.00], VOLT 7 [BUS7 345.00], ANGL 7 [BUS7 345.00], VOLT 8 [BUS8 345.00], ANGL 8 [BUS8 345.00], VOLT 9 [BUS9 345.00], ANGL 9 [BUS9 345.00], FREQ 1 [BUS1 345.00], FREQ 2 [BUS2 345.00], FREQ 3 [BUS3 345.00], FREQ 5 [BUS5 345.00], GREFGEN1, VREFGEN1, PELECGEN1, QELECGEN1, PMECHGEN1, GREFGEN2, VREFGEN2, PELECGEN2, QELECGEN2, PMECHGEN2, GREFGEN3, VREFGEN3, PELECGEN3, QELECGEN3, PMECHGEN3
-0.002, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52164e-08, 1.03206, 0, 0, 2.52164e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -3.99687e-08
0.048, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47618e-11, 0, -3.73079e-15, 0, 2.52164e-08, 1.03206, 0, 0, 2.51982e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -3.59452e-08
0.098, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40231e-17, 0, -2.11283e-21, 0, 2.52164e-08, 1.03206, 0, 0, 2.50813e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -3.20363e-08
0.148, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.9416e-24, 0, -1.19654e-27, 0, 2.52164e-08, 1.03206, 0, 0, 2.47908e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -2.82682e-08
0.198, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4975e-30, 0, -4.19241e-14, 0, 2.52164e-08, 1.03206, 0, 0, 2.42731e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -2.47001e-08
0.248, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54703e-36, 0, -2.37425e-20, 0, 2.52164e-08, 1.03206, 0, 0, 2.34939e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -2.13706e-08
0.298, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56385e-42, 0, -1.34459e-26, 0, 2.52164e-08, 1.03206, 0, 0, 2.24355e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -1.82223e-08
0.347999, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 0, -1.3265e-14, 0, 2.52164e-08, 1.03206, 0, 0, 2.10952e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 5.53017e-08, 6.39499e-09, -1.51296e-08
0.397998, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 0, -2.79494e-14, 0, 2.52164e-08, 1.03206, 0, 0, 1.94834e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -1.18546e-08
0.447998, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 0, -1.58283e-20, 0, 2.52164e-08, 1.03206, 0, 0, 1.76213e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -8.37255e-09
0.497997, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 1.17248e-09, -8.96393e-27, 0, 2.52164e-08, 1.03206, 0, 0, 1.55555e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -4.75213e-09
0.547997, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.64001e-16, -5.07647e-33, 0, 2.52164e-08, 1.03206, 0, 0, 1.3551e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, -1.0722e-09
0.597996, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 3.76038e-22, -2.87511e-39, 0, 2.52164e-08, 1.03206, 0, 0, 1.17034e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 2.58065e-09
0.647995, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 2.12958e-28, -6.92241e-43, 0, 2.52164e-08, 1.03206, 0, 0, 1.00248e-08, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 6.11502e-09
0.697995, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 1.20603e-34, -6.92241e-43, 0, 2.52164e-08, 1.03206, 0, 0, 8.52042e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 9.43834e-09
0.747994, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.83049e-41, -6.92241e-43, 0, 2.52164e-08, 1.03206, 0, 0, 7.18923e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 1.24606e-08
0.797993, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -6.92241e-43, 0, 2.52164e-08, 1.03206, 0, 0, 6.02515e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 1.50978e-08
0.847993, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -6.92241e-43, 0, 2.52164e-08, 1.03206, 0, 0, 5.01814e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 1.72758e-08
0.897992, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -2.77921e-09, 0, 2.52164e-08, 1.03206, 0, 0, 4.15552e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 1.89324e-08
0.947991, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -1.57393e-15, 0, 2.52164e-08, 1.03206, 0, 0, 3.42314e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 2.00202e-08
0.997991, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -8.91349e-22, 0, 2.52164e-08, 1.03206, 0, 0, 2.8063e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 2.05082e-08
0.999991, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -5.01384e-22, 0, 2.52164e-08, 1.03206, 0, 0, 2.78382e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 2.0515e-08
0.999991, 0.982911, 1.90773, 0.959046, 4.52976, 0.933992, 6.59628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12875e-43, 6.92241e-43, -5.01384e-22, 0, 2.52164e-08, 1.03206, 0, 0, 2.78382e-09, 0, 1.007, 0, 0, 0, -3.99687e-08, 0.980691, 0, 0, 2.0515e-08
